businessID,registrationYear,businessAddress,businessType,yearsOfOperation,certificateOfPotability,pestControl,sanitaryPermit,sanitaryOrder01,sanitaryOrder02,resolutionStatus,pastRenewalBehavior,willRenew,isDelayed
7102,2022,Pinagbuhatan,Water Refilling,4,1,0,1,0,0,Paid,Sometimes,No,0
7103,2025,Dela Paz,Internet Café,1,1,1,1,0,0,Unpaid,Always,Yes,0
7104,2024,Dela Paz,Printing Shop,2,1,1,1,0,0,Paid,Always,Yes,0
7105,2023,Maybunga,Restaurant,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7106,2021,Dela Paz,Hardware,5,1,0,1,0,0,Paid,Sometimes,No,0
7107,2021,Santolan,Water Refilling,5,1,1,1,0,0,Paid,Always,Yes,0
7108,2022,Sta. Lucia,Printing Shop,3,0,1,1,0,0,Paid,Sometimes,Yes,0
7109,2025,Santolan,Salon,1,1,0,1,0,0,Paid,Always,Yes,0
7110,2023,Manggahan,Mini-Mart,2,1,0,1,0,0,Paid,Always,Yes,0
7111,2025,Oranbo,Hardware,1,1,1,1,1,0,Paid,Always,Yes,0
7112,2025,San Miguel,Printing Shop,1,1,1,1,0,0,Paid,Always,Yes,1
7113,2023,Santolan,Restaurant,2,1,1,1,1,0,Paid,Sometimes,Yes,1
7114,2022,Rosario,Grocery,4,0,1,0,0,0,Paid,Always,Yes,1
7115,2024,Bagong Ilog,Pharmacy,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7116,2025,San Miguel,Restaurant,0,1,1,1,0,0,Paid,Always,Yes,0
7117,2025,Oranbo,Grocery,1,1,1,1,0,0,Paid,Always,No,0
7118,2021,Sta. Lucia,Grocery,5,1,0,1,0,0,Paid,Always,Yes,0
7119,2024,Ugong,Internet Café,2,1,0,1,0,1,Paid,Sometimes,Yes,1
7120,2024,Kapitolyo,Mini-Mart,2,1,0,1,0,0,Paid,Never,Yes,1
7121,2025,Oranbo,Water Refilling,1,1,1,1,0,0,Paid,Always,Yes,0
7122,2022,Dela Paz,Printing Shop,3,1,1,1,1,0,Unpaid,Always,Yes,0
7123,2024,San Miguel,Hardware,1,0,1,1,0,0,Paid,Always,No,0
7124,2025,Santolan,Laundry,0,1,1,1,0,0,Unpaid,Sometimes,Yes,0
7125,2023,Pineda,Hardware,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7126,2024,Oranbo,Printing Shop,1,1,1,0,0,0,Paid,Sometimes,Yes,0
7127,2021,Rosario,Mini-Mart,5,1,1,1,0,0,Paid,Always,Yes,0
7128,2023,Sta. Lucia,Hardware,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7129,2023,Dela Paz,Grocery,2,1,1,1,0,1,Paid,Always,No,0
7130,2025,Rosario,Printing Shop,1,0,0,0,1,0,Paid,Always,Yes,0
7131,2023,Maybunga,Hardware,3,0,1,1,1,0,Paid,Always,No,1
7132,2024,Oranbo,Pharmacy,2,1,1,1,0,0,Paid,Always,Yes,0
7133,2024,Malinao,Fast Food,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7134,2022,Ugong,Pharmacy,3,1,1,1,0,0,Paid,Sometimes,Yes,0
7135,2024,Maybunga,Printing Shop,2,1,1,1,0,0,Unpaid,Always,No,0
7136,2025,Pinagbuhatan,Fast Food,0,1,1,1,0,0,Paid,Always,No,0
7137,2025,Bagong Ilog,Hardware,1,1,1,1,0,0,Unpaid,Always,Yes,0
7138,2024,Manggahan,Internet Café,2,1,1,1,0,0,Paid,Always,Yes,0
7139,2024,Rosario,Fast Food,1,1,1,1,0,0,Paid,Always,Yes,0
7140,2022,Ugong,Auto Repair,3,1,1,1,1,0,Paid,Always,No,0
7141,2025,Malinao,Internet Café,1,1,1,1,0,0,Paid,Always,Yes,1
7142,2022,Kapitolyo,Hardware,3,1,1,1,0,0,Paid,Always,Yes,0
7143,2025,Ugong,Auto Repair,1,1,1,1,0,0,Paid,Always,Yes,0
7144,2023,Sta. Lucia,Salon,3,0,1,0,0,0,Paid,Always,No,0
7145,2025,Manggahan,Grocery,0,1,1,1,0,0,Unpaid,Never,Yes,0
7146,2025,Oranbo,Fast Food,0,0,1,1,1,0,Paid,Always,Yes,0
7147,2025,Kapitolyo,Laundry,0,1,0,1,0,0,Paid,Always,Yes,0
7148,2022,Oranbo,Grocery,4,0,0,1,0,0,Paid,Always,No,1
7149,2023,Manggahan,Salon,2,1,0,1,0,0,Unpaid,Sometimes,No,0
7150,2024,Maybunga,Printing Shop,1,1,1,1,0,0,Paid,Always,No,0
7151,2025,San Miguel,Grocery,1,1,0,1,0,0,Paid,Always,Yes,0
7152,2022,Pinagbuhatan,Laundry,3,1,1,1,0,1,Paid,Sometimes,No,0
7153,2025,Pinagbuhatan,Water Refilling,0,0,1,1,0,0,Unpaid,Never,Yes,0
7154,2025,Santolan,Fast Food,0,1,0,1,0,1,Paid,Sometimes,No,0
7155,2023,Pinagbuhatan,Restaurant,2,1,1,1,1,0,Paid,Always,No,0
7156,2025,Ugong,Printing Shop,1,1,1,0,0,0,Paid,Always,Yes,0
7157,2024,Dela Paz,Auto Repair,1,1,0,1,0,0,Paid,Always,No,0
7158,2024,Pinagbuhatan,Grocery,2,1,0,1,0,0,Unpaid,Always,No,0
7159,2023,Malinao,Laundry,3,1,1,1,0,0,Paid,Sometimes,Yes,0
7160,2024,Dela Paz,Fast Food,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7161,2025,Kapitolyo,Auto Repair,1,0,1,1,0,0,Paid,Always,Yes,0
7162,2023,Dela Paz,Laundry,2,0,1,1,0,0,Paid,Never,No,1
7163,2024,Pinagbuhatan,Pharmacy,2,1,0,1,0,0,Paid,Always,Yes,0
7164,2024,Rosario,Water Refilling,1,1,0,1,0,0,Paid,Always,Yes,0
7165,2025,Santolan,Restaurant,1,1,1,1,0,0,Unpaid,Always,Yes,0
7166,2021,Kapitolyo,Restaurant,5,1,1,1,0,0,Paid,Always,No,1
7167,2025,Ugong,Auto Repair,1,1,1,0,0,0,Paid,Always,Yes,0
7168,2024,Manggahan,Internet Café,2,1,0,1,0,0,Paid,Always,Yes,0
7169,2023,Maybunga,Mini-Mart,3,1,0,1,0,0,Paid,Always,Yes,0
7170,2022,Bagong Ilog,Mini-Mart,4,1,1,0,0,0,Paid,Always,Yes,0
7171,2024,Maybunga,Fast Food,1,1,1,0,0,0,Unpaid,Sometimes,Yes,0
7172,2025,San Miguel,Fast Food,1,0,1,1,1,0,Paid,Sometimes,Yes,1
7173,2023,Bagong Ilog,Pharmacy,2,1,1,0,0,0,Unpaid,Always,Yes,0
7174,2025,Malinao,Auto Repair,1,1,1,1,0,0,Paid,Sometimes,No,0
7175,2021,Pineda,Fast Food,4,1,1,0,0,0,Paid,Never,Yes,0
7176,2024,Santolan,Auto Repair,2,1,1,1,1,0,Paid,Always,Yes,0
7177,2025,Manggahan,Restaurant,1,0,1,1,0,0,Paid,Sometimes,Yes,0
7178,2025,Dela Paz,Mini-Mart,1,1,0,1,1,0,Paid,Always,Yes,1
7179,2022,Maybunga,Internet Café,4,0,1,1,0,0,Unpaid,Always,No,0
7180,2024,Pinagbuhatan,Grocery,2,0,1,1,0,0,Paid,Sometimes,Yes,0
7181,2022,Santolan,Printing Shop,4,1,1,1,0,0,Paid,Always,Yes,0
7182,2023,Pinagbuhatan,Grocery,3,1,1,1,0,0,Paid,Never,Yes,0
7183,2025,Santolan,Grocery,1,1,1,1,0,0,Paid,Always,Yes,0
7184,2025,Sta. Lucia,Laundry,0,1,1,1,1,0,Paid,Always,No,1
7185,2022,Sta. Lucia,Internet Café,3,1,1,1,0,0,Paid,Sometimes,Yes,0
7186,2025,Santolan,Salon,1,0,1,1,0,0,Paid,Never,Yes,0
7187,2024,San Miguel,Fast Food,1,1,1,0,0,0,Paid,Sometimes,No,0
7188,2023,Rosario,Printing Shop,3,1,1,1,1,0,Paid,Always,No,1
7189,2024,Malinao,Salon,1,1,1,1,0,0,Paid,Always,Yes,0
7190,2024,Dela Paz,Hardware,2,1,1,1,0,0,Paid,Always,Yes,0
7191,2024,Sta. Lucia,Mini-Mart,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7192,2024,Pinagbuhatan,Hardware,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7193,2024,Sta. Lucia,Internet Café,2,1,1,1,0,0,Paid,Always,Yes,0
7194,2022,Pinagbuhatan,Mini-Mart,3,1,0,1,1,1,Paid,Always,No,1
7195,2025,Pinagbuhatan,Salon,1,1,1,1,0,0,Paid,Sometimes,No,0
7196,2024,San Miguel,Auto Repair,2,1,1,0,0,0,Paid,Always,Yes,0
7197,2022,Maybunga,Mini-Mart,3,1,1,1,0,0,Paid,Always,Yes,0
7198,2025,Ugong,Pharmacy,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7199,2025,Pinagbuhatan,Pharmacy,0,0,1,1,0,0,Paid,Sometimes,No,0
7200,2025,Maybunga,Printing Shop,0,0,1,1,0,0,Unpaid,Always,No,0
7201,2023,Rosario,Internet Café,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7202,2022,Pinagbuhatan,Fast Food,3,1,1,1,0,0,Paid,Sometimes,Yes,0
7203,2024,Malinao,Printing Shop,1,1,1,1,0,0,Unpaid,Always,No,0
7204,2022,Manggahan,Hardware,3,1,1,0,1,0,Paid,Always,No,0
7205,2025,Kapitolyo,Fast Food,1,1,0,1,0,0,Paid,Always,Yes,0
7206,2022,Pineda,Salon,3,1,1,0,0,0,Paid,Always,Yes,0
7207,2023,Kapitolyo,Salon,2,1,1,1,0,0,Unpaid,Always,Yes,0
7208,2023,Pinagbuhatan,Restaurant,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7209,2023,Sta. Lucia,Restaurant,3,0,1,1,0,0,Paid,Always,No,0
7210,2025,Ugong,Pharmacy,1,0,0,1,0,0,Paid,Sometimes,No,0
7211,2024,Kapitolyo,Printing Shop,2,0,1,1,0,0,Paid,Always,Yes,0
7212,2022,Manggahan,Internet Café,3,0,1,1,0,0,Paid,Always,Yes,0
7213,2023,Malinao,Hardware,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7214,2024,San Miguel,Salon,1,1,1,1,0,0,Paid,Always,Yes,0
7215,2022,Pineda,Grocery,4,1,1,1,0,0,Paid,Sometimes,No,0
7216,2024,San Miguel,Water Refilling,2,1,1,1,0,0,Paid,Never,Yes,0
7217,2024,Ugong,Water Refilling,2,1,1,0,0,0,Unpaid,Sometimes,Yes,0
7218,2025,Pineda,Hardware,0,0,1,1,0,1,Paid,Always,Yes,0
7219,2025,Ugong,Salon,0,1,1,1,0,0,Paid,Sometimes,No,0
7220,2025,San Miguel,Auto Repair,1,1,0,0,0,0,Paid,Never,Yes,0
7221,2025,Malinao,Pharmacy,0,1,0,1,0,0,Paid,Sometimes,Yes,0
7222,2022,Pineda,Grocery,4,1,1,1,0,0,Paid,Always,Yes,0
7223,2022,Bagong Ilog,Hardware,4,1,1,1,0,0,Paid,Sometimes,Yes,0
7224,2023,Maybunga,Water Refilling,3,1,0,0,0,0,Paid,Sometimes,Yes,0
7225,2025,Malinao,Fast Food,0,1,1,1,0,0,Paid,Always,Yes,0
7226,2025,Pineda,Auto Repair,1,1,1,1,0,0,Paid,Always,Yes,0
7227,2025,Ugong,Fast Food,1,1,1,1,0,0,Paid,Never,Yes,0
7228,2022,Ugong,Mini-Mart,3,0,1,1,0,0,Paid,Always,No,0
7229,2025,Rosario,Hardware,0,1,0,1,0,0,Unpaid,Sometimes,Yes,1
7230,2023,Malinao,Restaurant,3,0,1,1,0,0,Paid,Sometimes,No,0
7231,2021,Ugong,Restaurant,4,0,1,1,1,0,Paid,Sometimes,Yes,0
7232,2023,Santolan,Fast Food,2,1,1,1,0,0,Paid,Always,Yes,0
7233,2021,Maybunga,Laundry,4,0,1,1,0,0,Paid,Sometimes,Yes,0
7234,2024,San Miguel,Hardware,1,0,1,1,0,0,Unpaid,Sometimes,No,0
7235,2023,Manggahan,Internet Café,3,1,1,1,0,0,Paid,Always,Yes,0
7236,2024,Rosario,Internet Café,1,1,1,1,0,0,Paid,Always,Yes,0
7237,2024,Ugong,Grocery,2,0,0,1,1,0,Paid,Always,No,0
7238,2025,Santolan,Pharmacy,0,1,1,1,0,0,Paid,Always,Yes,0
7239,2024,Rosario,Salon,1,0,1,1,0,0,Paid,Sometimes,No,0
7240,2023,Santolan,Grocery,3,1,1,1,0,0,Paid,Always,Yes,0
7241,2025,Rosario,Mini-Mart,0,1,1,1,0,0,Paid,Always,Yes,0
7242,2025,Ugong,Hardware,0,1,0,1,0,1,Paid,Sometimes,No,1
7243,2022,Santolan,Laundry,4,1,0,1,0,0,Paid,Always,Yes,0
7244,2024,Kapitolyo,Internet Café,2,0,0,1,0,0,Paid,Always,Yes,1
7245,2023,Pineda,Fast Food,3,1,0,1,1,0,Paid,Always,No,0
7246,2021,Malinao,Hardware,4,1,1,1,0,1,Paid,Never,Yes,0
7247,2024,Manggahan,Laundry,1,1,1,1,0,0,Paid,Always,Yes,0
7248,2025,San Miguel,Water Refilling,0,1,1,1,0,0,Paid,Always,Yes,0
7249,2022,Manggahan,Salon,4,1,1,1,0,0,Paid,Sometimes,Yes,0
7250,2025,San Miguel,Auto Repair,0,1,1,1,0,0,Paid,Sometimes,Yes,0
7251,2025,Bagong Ilog,Restaurant,1,1,1,1,0,0,Paid,Always,Yes,0
7252,2025,Oranbo,Restaurant,1,1,1,1,0,0,Paid,Always,Yes,0
7253,2023,Maybunga,Laundry,3,1,1,1,0,0,Paid,Always,Yes,0
7254,2025,Bagong Ilog,Mini-Mart,1,1,1,1,0,0,Unpaid,Sometimes,No,0
7255,2023,Pinagbuhatan,Hardware,3,1,1,1,0,0,Unpaid,Always,Yes,0
7256,2024,Ugong,Grocery,1,1,1,1,0,0,Paid,Always,Yes,0
7257,2021,Pineda,Fast Food,5,1,0,1,0,0,Paid,Sometimes,Yes,0
7258,2021,Oranbo,Pharmacy,5,1,1,1,1,0,Paid,Always,Yes,0
7259,2025,Malinao,Auto Repair,1,1,0,1,0,0,Paid,Sometimes,Yes,0
7260,2023,Dela Paz,Laundry,3,1,1,1,0,0,Paid,Always,Yes,0
7261,2023,Pineda,Pharmacy,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7262,2022,Sta. Lucia,Water Refilling,3,1,1,1,0,0,Paid,Always,No,0
7263,2024,Manggahan,Water Refilling,1,1,1,0,0,0,Paid,Never,No,0
7264,2021,San Miguel,Laundry,5,1,0,1,1,0,Paid,Always,No,0
7265,2025,Bagong Ilog,Laundry,0,1,1,1,0,0,Paid,Sometimes,Yes,0
7266,2021,Pineda,Water Refilling,4,1,1,1,0,0,Paid,Always,Yes,0
7267,2022,Bagong Ilog,Grocery,4,0,1,0,0,0,Unpaid,Always,Yes,1
7268,2023,Maybunga,Water Refilling,3,1,1,1,0,0,Paid,Always,Yes,0
7269,2024,Maybunga,Grocery,2,1,1,1,0,0,Paid,Always,Yes,0
7270,2023,Kapitolyo,Pharmacy,3,0,1,1,0,0,Paid,Always,Yes,1
7271,2023,San Miguel,Grocery,3,1,1,1,0,0,Paid,Always,Yes,1
7272,2025,Pinagbuhatan,Restaurant,0,1,1,1,0,0,Paid,Always,Yes,0
7273,2024,Pineda,Printing Shop,1,1,1,1,0,0,Paid,Always,Yes,0
7274,2021,Sta. Lucia,Restaurant,4,1,1,1,0,0,Paid,Sometimes,Yes,0
7275,2023,Malinao,Hardware,2,1,1,1,0,0,Unpaid,Never,Yes,0
7276,2025,Sta. Lucia,Salon,0,1,1,1,0,0,Paid,Always,Yes,0
7277,2023,Bagong Ilog,Laundry,3,1,1,1,0,0,Paid,Sometimes,No,0
7278,2021,Bagong Ilog,Mini-Mart,4,0,1,1,0,0,Paid,Never,Yes,0
7279,2025,Maybunga,Internet Café,0,1,1,1,0,1,Paid,Always,Yes,0
7280,2024,Ugong,Grocery,1,1,1,1,0,0,Paid,Never,No,1
7281,2024,San Miguel,Printing Shop,1,1,0,1,0,0,Paid,Always,No,0
7282,2021,Bagong Ilog,Fast Food,4,0,1,0,0,0,Paid,Always,Yes,0
7283,2022,Maybunga,Mini-Mart,4,0,1,1,1,1,Paid,Always,Yes,0
7284,2024,Dela Paz,Hardware,2,1,1,1,0,0,Unpaid,Sometimes,Yes,0
7285,2022,Maybunga,Printing Shop,3,1,1,1,0,0,Paid,Always,Yes,0
7286,2024,Santolan,Salon,2,1,0,1,0,0,Paid,Always,No,0
7287,2024,Kapitolyo,Mini-Mart,1,1,0,0,0,0,Paid,Sometimes,Yes,0
7288,2023,Bagong Ilog,Mini-Mart,2,1,1,1,0,0,Paid,Always,Yes,0
7289,2025,Santolan,Restaurant,1,0,0,1,0,0,Unpaid,Always,No,0
7290,2025,Malinao,Auto Repair,1,1,1,1,0,0,Unpaid,Never,Yes,0
7291,2025,Malinao,Salon,1,1,0,1,0,1,Paid,Always,No,0
7292,2021,Maybunga,Internet Café,4,1,1,0,1,0,Unpaid,Sometimes,Yes,0
7293,2022,Kapitolyo,Pharmacy,3,1,1,1,0,0,Paid,Always,Yes,0
7294,2024,Sta. Lucia,Fast Food,1,1,0,0,0,0,Paid,Always,No,0
7295,2022,Ugong,Printing Shop,4,1,1,1,0,0,Unpaid,Sometimes,Yes,0
7296,2025,Kapitolyo,Hardware,1,1,1,0,0,0,Paid,Sometimes,Yes,0
7297,2022,Ugong,Laundry,3,1,1,1,1,0,Paid,Always,Yes,0
7298,2024,Oranbo,Laundry,2,1,0,1,0,0,Paid,Always,Yes,0
7299,2023,Santolan,Pharmacy,3,1,1,1,0,0,Paid,Sometimes,Yes,0
7300,2024,Maybunga,Fast Food,1,1,1,1,0,0,Paid,Always,Yes,0
7301,2022,Sta. Lucia,Hardware,4,1,1,1,0,0,Paid,Always,Yes,0
7302,2023,Santolan,Pharmacy,3,1,1,1,1,0,Paid,Sometimes,Yes,1
7303,2023,Sta. Lucia,Grocery,2,1,1,0,1,0,Paid,Sometimes,Yes,0
7304,2025,Dela Paz,Fast Food,0,1,1,1,1,0,Paid,Sometimes,Yes,1
7305,2021,Dela Paz,Hardware,4,1,1,1,0,0,Paid,Always,Yes,1
7306,2025,San Miguel,Printing Shop,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7307,2025,Santolan,Printing Shop,0,1,1,1,0,0,Unpaid,Always,No,0
7308,2023,Oranbo,Hardware,3,1,1,1,0,0,Paid,Always,Yes,0
7309,2025,Sta. Lucia,Mini-Mart,0,1,1,1,0,0,Paid,Sometimes,Yes,0
7310,2021,Pinagbuhatan,Printing Shop,4,1,0,1,0,0,Paid,Sometimes,Yes,0
7311,2025,Bagong Ilog,Salon,0,1,1,1,0,0,Unpaid,Sometimes,Yes,0
7312,2024,Malinao,Salon,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7313,2023,Sta. Lucia,Fast Food,2,1,1,1,0,0,Paid,Always,No,0
7314,2023,Oranbo,Mini-Mart,2,1,1,1,0,0,Paid,Always,Yes,0
7315,2021,Rosario,Water Refilling,5,0,0,1,0,0,Paid,Always,Yes,0
7316,2025,Maybunga,Hardware,1,1,1,1,1,0,Paid,Always,No,0
7317,2021,Kapitolyo,Auto Repair,4,1,1,1,0,0,Paid,Always,Yes,0
7318,2024,Sta. Lucia,Mini-Mart,1,1,0,1,0,0,Paid,Never,Yes,0
7319,2023,Ugong,Pharmacy,2,1,0,1,0,0,Paid,Always,No,0
7320,2025,Dela Paz,Water Refilling,1,1,1,1,0,0,Unpaid,Always,Yes,0
7321,2022,Dela Paz,Internet Café,4,1,1,1,0,0,Paid,Sometimes,Yes,0
7322,2024,Pineda,Water Refilling,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7323,2024,Sta. Lucia,Pharmacy,1,1,1,1,0,0,Paid,Always,No,1
7324,2025,Bagong Ilog,Hardware,0,1,1,1,0,0,Paid,Sometimes,No,0
7325,2021,Rosario,Salon,4,1,1,1,0,0,Paid,Always,Yes,0
7326,2022,Kapitolyo,Grocery,4,1,1,1,0,0,Paid,Sometimes,Yes,1
7327,2022,Oranbo,Hardware,4,1,1,1,0,0,Paid,Always,Yes,0
7328,2025,Pinagbuhatan,Pharmacy,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7329,2022,Pineda,Water Refilling,3,1,0,1,0,0,Paid,Never,Yes,0
7330,2024,Oranbo,Laundry,1,1,0,0,0,0,Paid,Always,Yes,0
7331,2022,Ugong,Grocery,4,0,1,1,0,0,Unpaid,Always,Yes,0
7332,2025,Sta. Lucia,Restaurant,0,1,1,1,0,0,Paid,Always,Yes,0
7333,2025,Kapitolyo,Hardware,1,1,0,1,0,0,Paid,Never,No,0
7334,2024,Pinagbuhatan,Pharmacy,1,1,1,0,0,1,Paid,Always,No,0
7335,2023,Sta. Lucia,Internet Café,2,1,1,1,0,0,Paid,Always,Yes,0
7336,2022,Ugong,Hardware,3,1,1,1,0,0,Paid,Always,Yes,1
7337,2021,Ugong,Hardware,5,1,1,1,0,0,Paid,Never,Yes,0
7338,2023,Maybunga,Printing Shop,2,1,1,1,0,0,Paid,Always,Yes,0
7339,2024,Pineda,Mini-Mart,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7340,2024,Kapitolyo,Water Refilling,2,0,0,0,0,0,Paid,Always,Yes,0
7341,2025,Dela Paz,Auto Repair,0,1,0,1,0,0,Paid,Always,Yes,0
7342,2023,San Miguel,Hardware,2,1,1,0,0,0,Paid,Never,No,0
7343,2024,Santolan,Pharmacy,2,1,1,1,0,0,Paid,Always,Yes,0
7344,2024,Dela Paz,Water Refilling,1,1,1,1,1,0,Paid,Always,Yes,0
7345,2024,Oranbo,Laundry,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7346,2023,Kapitolyo,Internet Café,2,0,1,1,0,0,Paid,Always,Yes,0
7347,2024,Santolan,Internet Café,1,1,0,1,0,0,Paid,Sometimes,Yes,0
7348,2024,Bagong Ilog,Hardware,2,1,0,1,0,0,Paid,Always,Yes,0
7349,2025,Ugong,Restaurant,0,1,1,1,0,0,Paid,Never,Yes,0
7350,2025,Sta. Lucia,Water Refilling,1,1,0,1,0,0,Paid,Always,Yes,0
7351,2023,Kapitolyo,Laundry,2,1,1,1,0,0,Paid,Always,Yes,0
7352,2021,Bagong Ilog,Salon,5,1,0,0,0,0,Paid,Sometimes,No,0
7353,2024,Pineda,Mini-Mart,1,1,0,1,0,0,Paid,Always,Yes,0
7354,2024,Ugong,Printing Shop,1,1,0,1,0,0,Paid,Always,Yes,0
7355,2022,Ugong,Fast Food,3,1,1,1,0,0,Unpaid,Always,No,0
7356,2025,Rosario,Restaurant,0,1,0,1,0,0,Paid,Always,Yes,0
7357,2025,Malinao,Salon,0,1,1,0,0,0,Paid,Always,Yes,0
7358,2025,Santolan,Mini-Mart,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7359,2022,Pineda,Fast Food,3,1,1,1,0,0,Paid,Always,Yes,0
7360,2025,Pinagbuhatan,Internet Café,1,1,1,1,0,0,Unpaid,Never,Yes,0
7361,2025,Pinagbuhatan,Salon,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7362,2024,San Miguel,Restaurant,1,1,1,1,0,0,Paid,Always,No,0
7363,2024,Kapitolyo,Mini-Mart,1,1,0,1,0,0,Paid,Always,Yes,0
7364,2025,Manggahan,Restaurant,0,1,0,1,1,0,Paid,Always,Yes,0
7365,2024,Pineda,Restaurant,2,1,1,0,0,0,Paid,Always,Yes,0
7366,2023,Kapitolyo,Fast Food,2,1,0,1,0,0,Paid,Always,No,0
7367,2024,Manggahan,Mini-Mart,1,1,0,1,0,0,Paid,Sometimes,No,0
7368,2024,Rosario,Laundry,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7369,2022,Pinagbuhatan,Internet Café,3,1,1,1,0,0,Paid,Always,No,0
7370,2025,Pineda,Hardware,0,1,1,0,0,0,Paid,Always,No,1
7371,2024,Ugong,Auto Repair,1,1,1,1,0,0,Paid,Always,Yes,0
7372,2024,Malinao,Grocery,2,0,1,1,0,0,Unpaid,Always,Yes,1
7373,2021,Maybunga,Hardware,4,1,1,1,0,0,Unpaid,Sometimes,Yes,0
7374,2024,Malinao,Salon,2,1,0,1,0,0,Unpaid,Sometimes,No,0
7375,2022,Kapitolyo,Printing Shop,4,1,1,1,1,0,Paid,Always,Yes,0
7376,2021,San Miguel,Mini-Mart,4,1,1,1,0,0,Paid,Always,No,0
7377,2024,Pinagbuhatan,Fast Food,1,0,1,1,0,0,Paid,Always,Yes,0
7378,2023,Dela Paz,Laundry,3,1,1,1,0,0,Paid,Always,No,0
7379,2024,Bagong Ilog,Printing Shop,1,0,1,1,0,0,Paid,Never,No,0
7380,2021,Bagong Ilog,Fast Food,4,1,1,1,0,0,Paid,Never,Yes,0
7381,2023,Maybunga,Laundry,2,1,0,1,1,0,Unpaid,Always,No,0
7382,2022,Oranbo,Salon,3,1,1,1,1,1,Paid,Always,No,0
7383,2025,Pinagbuhatan,Water Refilling,1,1,1,1,0,0,Paid,Sometimes,Yes,0
7384,2024,Oranbo,Restaurant,2,1,1,1,0,0,Paid,Always,Yes,0
7385,2024,Pineda,Grocery,2,1,1,1,0,0,Paid,Always,Yes,0
7386,2023,Ugong,Salon,2,1,0,1,1,0,Unpaid,Always,Yes,0
7387,2021,San Miguel,Salon,5,1,1,1,0,0,Paid,Always,Yes,0
7388,2025,Bagong Ilog,Auto Repair,1,1,0,1,1,0,Paid,Always,Yes,0
7389,2023,Maybunga,Hardware,3,1,1,1,0,0,Paid,Sometimes,Yes,0
7390,2023,Malinao,Printing Shop,2,1,0,1,0,0,Paid,Always,No,0
7391,2024,Dela Paz,Salon,1,1,1,1,0,0,Paid,Always,Yes,0
7392,2021,Ugong,Water Refilling,4,1,1,1,0,0,Paid,Always,Yes,0
7393,2025,Sta. Lucia,Salon,0,0,1,1,0,0,Paid,Always,Yes,0
7394,2024,Bagong Ilog,Salon,1,1,1,1,0,0,Paid,Always,No,0
7395,2023,Malinao,Printing Shop,3,1,1,1,0,0,Paid,Always,Yes,0
7396,2021,Pineda,Fast Food,5,1,1,1,1,0,Paid,Always,Yes,0
7397,2022,Oranbo,Printing Shop,3,1,1,1,0,0,Paid,Always,Yes,0
7398,2025,Malinao,Hardware,0,1,1,1,0,0,Paid,Always,Yes,0
7399,2024,Ugong,Salon,2,1,1,1,0,0,Paid,Always,No,0
7400,2022,Malinao,Water Refilling,4,0,1,1,0,0,Unpaid,Always,Yes,0
7401,2021,Pineda,Hardware,4,1,1,1,0,0,Paid,Always,Yes,0
7402,2024,Dela Paz,Pharmacy,1,1,1,0,1,0,Paid,Always,Yes,0
7403,2024,San Miguel,Internet Café,1,1,1,1,0,0,Paid,Always,Yes,0
7404,2023,Oranbo,Internet Café,3,1,1,1,0,0,Paid,Always,Yes,0
7405,2023,Ugong,Restaurant,3,1,1,1,1,0,Paid,Sometimes,Yes,0
7406,2022,San Miguel,Fast Food,3,0,1,1,0,0,Paid,Always,Yes,1
7407,2024,Oranbo,Grocery,1,0,1,1,0,0,Paid,Sometimes,Yes,0
7408,2025,Maybunga,Laundry,1,1,1,1,1,0,Paid,Sometimes,Yes,0
7409,2022,Pinagbuhatan,Auto Repair,4,1,1,1,0,1,Paid,Always,No,1
7410,2024,Oranbo,Water Refilling,2,0,1,1,0,0,Paid,Always,Yes,0
7411,2023,Malinao,Internet Café,2,1,1,1,0,0,Unpaid,Sometimes,Yes,0
7412,2023,Rosario,Pharmacy,2,1,1,1,0,0,Paid,Sometimes,Yes,0
7413,2023,San Miguel,Water Refilling,2,1,0,1,0,0,Paid,Always,Yes,0
7414,2025,Dela Paz,Hardware,0,1,0,1,0,0,Paid,Always,Yes,0
7415,2024,Pineda,Pharmacy,2,1,1,1,0,0,Unpaid,Always,Yes,0
